_id,hilo,topico,total_tweets,total_retweets,total_favoritos,total_hashtags,emocion_hilo_1,tupla_emocion_hilo,user_total_followers,user_puntaje_sigmo,user_verificado
ObjectId("5d3257e36b361d2ed051cfc2"),166,3,12,1632,5153,0,Fear,Fear+Anger,58685,1.3,false
ObjectId("5d3257e36b361d2ed051cfc3"),362,9,28,4304,9153,0,Anger,Anger+Fear,38232,1.3,false
ObjectId("5d3257e36b361d2ed051cfc4"),227,0,15,883,2045,0,Fear,Fear+Sadness,15285,0.9,false
ObjectId("5d3257e36b361d2ed051cfc5"),366,4,29,181,920,0,Surprise,Surprise+Anger,16218,0.9,false
ObjectId("5d3257e36b361d2ed051cfc6"),140,11,11,7442,22720,0,Fear,Fear+Joy,458000,1.3,true
ObjectId("5d3257e36b361d2ed051cfc7"),276,4,19,6913,20385,0,Joy,Joy+Fear,30881,0.9,false
ObjectId("5d3257e36b361d2ed051cfc8"),311,13,22,4466,8769,1,Joy,Joy+Surprise,98389,1.3,false
ObjectId("5d3257e36b361d2ed051cfc9"),301,4,21,3834,19485,0,Fear,Fear+Anger,127684,1.2,false
ObjectId("5d3257e36b361d2ed051cfca"),155,13,11,0,38,0,Surprise,Surprise+Joy,9331,0.9,false
ObjectId("5d3257e36b361d2ed051cfcb"),271,10,18,38619,210639,0,Fear,Fear+Joy,223142,1.2,true
ObjectId("5d3257e36b361d2ed051cfcc"),285,1,20,576,3415,1,Joy,Joy+Fear,875,0.7,false
ObjectId("5d3257e36b361d2ed051cfcd"),175,7,12,729,968,1,Fear,Fear+Joy,15980,0.8,false
ObjectId("5d3257e36b361d2ed051cfce"),294,4,21,635,4022,0,Disgust,Disgust+Fear,128002,1.1,true
ObjectId("5d3257e36b361d2ed051cfcf"),235,8,16,1115,7029,0,Joy,Joy+Fear,69427,1.4,false
ObjectId("5d3257e36b361d2ed051cfd0"),146,10,11,9303,24262,0,Fear,Fear+Anger,290063,1.4,true
ObjectId("5d3257e36b361d2ed051cfd1"),323,4,23,728,629,9,Joy,Joy+Fear,35489,1.3,false
ObjectId("5d3257e36b361d2ed051cfd2"),28,7,5,4175,7653,0,Joy,Joy+Fear,304637,1.4,true
ObjectId("5d3257e36b361d2ed051cfd3"),379,4,33,10305,21497,9,Joy,Joy+Fear,17568,1.2,false
ObjectId("5d3257e36b361d2ed051cfd4"),171,4,12,2199,10254,1,Joy,Joy+Surprise,73161,1.2,true
ObjectId("5d3257e36b361d2ed051cfd5"),289,12,20,3312,10315,0,Joy,Joy+Surprise,6118,1,false
ObjectId("5d3257e36b361d2ed051cfd6"),147,0,11,10921,47671,1,Disgust,Disgust+Anger,15032,1,true
ObjectId("5d3257e36b361d2ed051cfd7"),113,2,9,76,926,0,Fear,Fear+Joy,128002,1.1,true
ObjectId("5d3257e36b361d2ed051cfd8"),191,4,13,47184,147988,0,Joy,Joy+Fear,59721,1,true
ObjectId("5d3257e36b361d2ed051cfd9"),153,4,11,369,1093,5,Fear,Fear+Joy,21384,1.4,false
ObjectId("5d3257e36b361d2ed051cfda"),252,6,17,16269,13359,0,Joy,Joy+Fear,34959,1.1,true
ObjectId("5d3257e36b361d2ed051cfdb"),19,7,5,674,708,3,Joy,Joy+Anger,10365,0.8,true
ObjectId("5d3257e36b361d2ed051cfdc"),295,4,21,11190,65033,0,Joy,Joy+Fear,60591,1.1,true
ObjectId("5d3257e36b361d2ed051cfdd"),134,7,10,457,316,1,Joy,Joy+Disgust,8928,1,false
ObjectId("5d3257e36b361d2ed051cfde"),177,2,13,34144,56562,0,Joy,Joy+Fear,197471,0.9,true
ObjectId("5d3257e36b361d2ed051cfdf"),100,1,9,236,2104,0,Surprise,Surprise+Joy,29422,1.2,true
ObjectId("5d3257e36b361d2ed051cfe0"),79,2,8,102410,382159,0,Fear,Fear+Joy,11994,0.9,true
ObjectId("5d3257e36b361d2ed051cfe1"),264,9,18,4215,6698,0,Joy,Joy+Fear,46037,1.1,false
ObjectId("5d3257e36b361d2ed051cfe2"),179,3,12,44209,69548,1,Fear,Fear+Joy,1516,0.9,false
ObjectId("5d3257e36b361d2ed051cfe3"),391,11,45,31870,81387,0,Fear,Fear+Surprise,677357,2.3,true
ObjectId("5d3257e36b361d2ed051cfe4"),107,9,9,892,3278,0,Joy,Joy+Sadness,10236,1,false
ObjectId("5d3257e36b361d2ed051cfe5"),133,2,10,327040,1612234,0,Sadness,Sadness+Fear,267676,1.3,false
ObjectId("5d3257e36b361d2ed051cfe6"),325,0,24,2593,6934,7,Joy,Joy+Fear,46442,1,true
ObjectId("5d3257e36b361d2ed051cfe7"),233,3,15,1041,2315,0,Fear,Fear+Anger,20855,1.3,false
ObjectId("5d3257e36b361d2ed051cfe8"),223,4,15,12725,70827,0,Joy,Joy+Fear,12774,1.1,false
ObjectId("5d3257e36b361d2ed051cfe9"),330,10,25,15332,77828,0,Fear,Fear+Joy,223142,1.2,true
